Brand,Style,Review #,Variety,Country,Stars,Top Ten
Singa-Me,Cup,2253,Instant Noodles Mi Goreng Flavour,Australia,4,
New Touch,Bowl,2252,Sugomen Sano Ramen,Japan,5,
Ottogi,Pack,2251,Ramyon Sabor Y Camaron,Mexico,4,
Nissin,Pack,2250,Demae Iccho Spicy XO Sauce Seafood Flavour,Hong Kong,4,
Love Cook,Pack,2249,Sun Dried Noodle - Fruity Soy Bean Paste,Taiwan,4,
Nongshim,Cup,2248,Shin Noodle Soup,USA,5,
Nissin,Bowl,2247,Sapporo Noukou Miso Ramen,Japan,5,
Dream Kitchen,Cup,2246,Soy Sauce,USA,4,
Nissin,Cup,2245,Vietnamese Chicken Coriander Flavour Vermicelli,Hong Kong,4,
Kang Shi Fu,Pack,2244,Artificial Spicy Beef Flavour,Hong Kong,4,
Nissin,Cup,2243,Cup Noodles Black Pepper Crab Flavour,Hong Kong,4,
Great Value,Cup,2242,Beef Style Noodles With Vegetables,Canada,3,
Fuku,Pack,2241,Spicy Soup Instant Noodle Beef Flavour,Hong Kong,4,
Wang,Bowl,2240,Rice Noodle Anchovy Flavor,South Korea,3,
Nissin,Cup,2239,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),USA,4,
Asian Thai Foods,Pack,2238,Rumpum Gundruk Flavour,Nepal,1,
Nissin,Cup,2237,Cup Noodle Light+ Bagna Cauda,Japan,5,
Maruchan,Bowl,2236,Gotsumori Koku Tonkotsu Ramen,Japan,4,
Fashion Food,Bowl,2235,Tom Yum Shrimp Creamy Flavour Instant Noodles,Thailand,4,
Paldo,Bowl,2234,Bibim Men,South Korea,5,
Nissin,Cup,2233,Cup Noodles Milk Seafood Flavour,Hong Kong,4,
Nissin,Bowl,2232,Spicy Chikin Donburi,Japan,5,
Fantastic,Cup,2231,Noodle Chicken Flavour,Australia,4,
Marutai,Pack,2230,Kuroma-Yu Tonkotsu Kumamoto Ramen,Japan,4,
Kang Shi Fu,Pack,2229,Artificial Beef With Sauerkraut Flavour,Hong Kong,4,
Nissin,Bowl,2228,Raoh Shoyu Ramen,Japan,5,
Maruchan,Pack,2227,Ramen Noodle Soup Sriracha Chicken Flavor,USA,4,
Nagatanien,Pack,2226,Hiyashi Soba Taidashi Goma,Japan,3,
Fuku,Bowl,2225,Bowl Chicken Flavour Instant Rice Vermicelli,Hong Kong,4,
Wai Wai,Pack,2224,X-Press Flavour Of Pizza In Noodles Proprietary Food,India,4,
KOKA,Pack,2223,Rice Noodles Fragrant Chicken Pho Ga Flavour,Singapore,4,
Nyor Nyar,Pack,2222,Vegetarian Penang White Curry,Malaysia,5,
Nissin,Cup,2221,Cup Noodle Seafood,Japan,5,
Paldo,Pack,2220,Budae Jjigae,South Korea,5,
Fantastic,Cup,2219,Noodles Crispy Bacon Flavour,Australia,1,
Tseng Noodles,Pack,2218,Spicy Braised Pork Flavor,Taiwan,4,
Nissin,Pack,2217,Demae Ramen Spicy Seafood Flavour Instant Noodle,Hong Kong,5,
A-Sha Dry Noodle,Tray,2216,Chow Mein Spicy Flavor,Taiwan,3,
Myojo,Pack,2215,Mee Goreng Spicy Flavour,Singapore,5,
Sapporo Ichiban,Bowl,2214,Tabimen Nagasaki Chanpon,Japan,4,
Acecook,Pack,2213,Oh! Ricey Pork Flavour,Vietnam,4,
Paldo,Pack,2212,Bul Jjamppong,South Korea,4,
Nissin,Cup,2211,Disney Cuties Instant Noodle Roast Pork Flavour,Thailand,3,
Morre,Pack,2210,Instant Noodles Masala,Pakistan,4,
Nissin,Pack,2209,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Hong Kong,5,
Roland,Pack,2208,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,USA,0,
Nissin,Cup,2207,Big Cup Noodles Tonkotsu Flavour,Hong Kong,3,
Nissin,Bowl,2206,Deka Buto Kuro M-yu Tonkotsu,Japan,5,
Maruchan,Bowl,2205,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,USA,4,
Nissin,Cup,2204,Cup Noodles Sabor Galinha Caipira,Brazil,4,
Nongshim,Bowl,2203,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,USA,4,
Nissin,Cup,2202,Nupasta Vongole Flavour Instant Noodle,Hong Kong,4,
Mr. Lee's Noodles,Cup,2201,Penang Chicken Curry Laksa,UK,2,
Mr. Lee's Noodles,Cup,2200,Shaolin Monk Vegetables,UK,5,
Mr. Lee's Noodles,Cup,2199,Tai Chi Chicken,UK,3,
Mr. Lee's Noodles,Cup,2198,Dragon Fire Mushroom,UK,3,
Mr. Lee's Noodles,Cup,2197,Hong Kong Street Beef,UK,5.00,
Mr. Lee's Noodles,Cup,2196,Warrior Fighting Shrimp,UK,3.3,
Nissin,Bowl,2195,Gyorai Inaniwa Chuka Soba,Japan,5.0,
Fuku,Pack,2194,Chicken Flavour Instant Noodle,Hong Kong,4,
Knorr,Pack,2193,Chicken Flavored Instant Noodles,Pakistan,3,
Nyor Nyar,Pack,2192,Penang White Curry Instant Noodle,Malaysia,5,
Choumama,Pack,2191,XO Scallops Sauce Dry Noodles,Taiwan,4.00,
Myojo,Bowl,2190,Barikata Noukou Tonkotsu Shoyu,Japan,4.75,
Nissin,Cup,2189,Demae Ramen Sesame Oil Flavour Cup,Hong Kong,4,
Singa-Me,Cup,2188,Instant Noodles Chicken Flavour,Australia,2.5,
Pulmuone,Pack,2187,Non-Fried Ramyun Noodle (Crab Flavor),South Korea,5,
Master Kong,Pack,2186,Assorted Seafood Noodles,China,4,
Nissin,Pack,2185,Raoh Hot & Sour Ramen,Japan,5,
President Rice,Bowl,2184,Coriander Instant Rice Noodles,Thailand,2.75,
MAMA,Pack,2183,Instant Rice Noodles Moo Nam Tok Flavour,Thailand,3.50,
MAMA,Pack,2182,Instant Rice Vermicelli Clear Soup,Thailand,3.50,
MAMA,Pack,2181,Instant Rice Noodles Chicken Flavour,Thailand,4,
MAMA,Bowl,2180,Pho Ga Rice Noodles With Artificial Chicken Flavour,Thailand,3,
MAMA,Pack,2179,Oriental Kitchen Instant Rice Vermicelli In Gravy,Thailand,5,
MAMA,Pack,2178,Instant Tom Yam Rice Noodles,Thailand,4,
MAMA,Pack,2177,Instant Rice Noodles Vegetable Flavour,Thailand,4,
MAMA,Pack,2176,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Thailand,5,
MAMA,Pack,2175,Instant Flat Noodles Clear Soup,Thailand,4,
MAMA,Cup,2174,Cup Rice Noodles Tom Saab Flavour,Thailand,5,
MAMA,Pack,2173,Instant Rice Noodles Stew Beef Flavour,Thailand,4,
MAMA,Pack,2172,Instant Rice Noodles Phnom Penh Style,Thailand,4,
MAMA,Pack,2171,Instant Flat Noodles Tom Yam Flavour,Thailand,4,
Maruchan,Pack,2170,Ramen Noodle soup Mushroom Flavor,USA,4,
Happy Family,Pack,2169,Vegetable Flavour Instant Noodles,Singapore,4,
Tseng Noodles,Pack,2168,Rice Noodle Shallot With Braised Pork Flavor,Taiwan,5,
Great Value,Cup,2167,Vegetable Flavour Noodles With Vegetables,Canada,3,
JML,Pack,2166,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,China,4,
Suimin,Cup,2165,Noodles With Hot & Spicy Flavour,Australia,3,
Tseng Noodles,Pack,2164,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Taiwan,5,
Nissin,Bowl,2163,Piritto Karakuchi Tantan Udon,Japan,4,
Tseng Noodles,Pack,2162,Rice Noodle Seafood Laksa Flavour,Taiwan,5,
Nongshim,Pack,2161,Chal Bibim Myun,South Korea,5,
Menraku,Bowl,2160,Japanese Yakisoba Umami Sauce,Japan,5,
La Moderna,Pack,2159,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Mexico,3,
A-Sha Dry Noodle,Tray,2158,Chow Mein Original Flavor,Taiwan,5,
Master Kong,Pack,2157,Artificial Mushroom Chicken Flavor Instant Noodle,China,4,
A-Sha Dry Noodle,Tray,2156,Chow Mein Oyster Sauce BBQ Flavor,Taiwan,2,
Jingqi,Pack,2155,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Taiwan,4,
Jingqi,Pack,2154,Black Eyes Bean Original Noodle With Sesame Sauce,Taiwan,4,
Jingqi,Pack,2153,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Taiwan,4,
Jingqi,Pack,2152,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Taiwan,5,
Jingqi,Pack,2151,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Taiwan,5,
Jingqi,Pack,2150,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Taiwan,3,
Jingqi,Pack,2149,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Taiwan,5,
Jingqi,Pack,2148,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Taiwan,5,
Maruchan,Cup,2147,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,USA,3,
Sapporo Ichiban,Bowl,2146,Kun Ramen Sumo-kuchikin (Smoked Chicken),Japan,3,
Dream Kitchen,Cup,2145,Tonkotsu,USA,3,
Nissin,Pack,2144,Lamen Sabor Picanha,Brazil,4,
Thien Houng Foods,Pack,2143,Lemon Chicken Flavour Instant Noodles,Vietnam,3,
Maruchan,Bowl,2142,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,USA,4,
Nissin,Bowl,2141,Men Shokunin Kaoruyasai Shio,Japan,5,
Wang,Bowl,2140,Rice Noodle Seafood Flavour,South Korea,5,
Fuku,Pack,2139,Superior Soup Instant Noodles (Mfg in Thailand),Hong Kong,4,
Fuku,Pack,2138,Superior Soup Instant Noodles (Mfg in Vietnam),Hong Kong,4,
Nissin,Pack,2137,Demae Ramen Spicy Curry Flavour Instant Noodles,Hong Kong,4,
Nissin,Pack,2136,Demae Ramen Roast Beef Flavour Instant Noodles,Hong Kong,4,
Doll,Pack,2135,Instant Noodle Supreme Abalone And Chicken Flavour,Hong Kong,2,
Four Seas,Pack,2134,Chicken Flavour Instant Noodle,Hong Kong,4,
Nissin,Bowl,2133,Kimchi Chikin Ramen Donburi,Japan,5.00,
Maruchan,Cup,2132,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,USA,5.0,
Myojo,Pack,2131,Mee Goreng Thai Tom Yum Flavour,Singapore,4.0,
Kang Shi Fu,Pack,2130,Artificial Salted Beef With Mushrooms Flavour,Hong Kong,4,
CarJEN,Pack,2129,Hot & Spicy Dry Curry With Chives Soup,Malaysia,5,
Sapporo Ichiban,Cup,2128,Taimeiken Yousyoku Yasangatsukutta Omumen,Japan,4,
Suimin,Cup,2127,Noodles With Chicken & Sweet Corn Flavour,Australia,2.25,
Nissin,Bowl,2126,Mennippon Oumi Chanpon,Japan,5.00,
Happy Family,Pack,2125,Curry Flavour Instant Noodles,Singapore,4,
7 Select,Bowl,2124,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Thailand,3.5,
Nissin,Cup,2123,Cup Noodles Tom Yum Shrimp Sabb Flavour,Thailand,5,
Nissin,Pack,2122,Chilli Noodles Stir Fried Holy Basil Flavour,Thailand,5,
Nissin,Pack,2121,Instant Noodles Moo Manao Flavour,Thailand,4,
Nissin,Cup,2120,Super Tom Yum Shrimp,Thailand,3.50,
Nissin,Cup,2119,Cup Noodles Minced Pork Flavour,Thailand,3.50,
Nissin,Cup,2118,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Thailand,3.25,
7 Select,Bowl,2117,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Thailand,4,
Nissin,Pack,2116,Instant Noodles Tom Yum Shrimp Saab Flavour,Thailand,4.0,
Nissin,Cup,2115,Cup Noodles Moo Manao Flavour,Thailand,4.00,
Nissin,Pack,2114,Instant Noodles Minced Pork Flavour,Thailand,3.50,
Nissin,Cup,2113,Cup Noodles Seafood Creamy Flavour,Thailand,4,
Nissin,Pack,2112,Chilli Noodles Spicy Tom Yum Flavour,Thailand,4,
Nissin,Cup,2111,Cup Noodles Chilli Crab Flavour,Hong Kong,3.75,
Great Value,Pack,2110,Vegetarian Flavour Ramen Noodles,Canada,3.00,
Oni Hot Pot,Pack,2109,Tuna With Shallot Flavor Noodle,Taiwan,4.3,
Weh Lih,Pack,2108,GGE Noodle Snack Wheat Crackers Original Ramen,Taiwan,1,
Nissin,Pack,2107,Lamen Sabor Frango Assado Com Toque De Limao,Brazil,4.5,
Itomen,Pack,2106,Onion Flavor Shoyu Ramen,Japan,3.5,
Maruchan,Pack,2105,Ramen Noodle Soup Chicken Tortilla Flavor,USA,3,
Wang,Bowl,2104,Rice Noodle Kimchi Flavor,South Korea,4,
Roland,Pack,2103,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,USA,0,
Nissin,Cup,2102,Cup Noodles Singapore Laksa,Japan,5,
Samyang Foods,Pack,2101,Pojangmacha Udon,South Korea,4,
Myojo,Pack,2100,Mee Goreng Original Flavour,Singapore,4,
Sanpo,Bowl,2099,Yakibuta Ramen,Japan,4,
Nongshim,Cup,2098,Kimchi Flavor Noodle Soup,USA,5,
CarJEN,Pack,2097,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Malaysia,5,
Maruchan,Bowl,2096,Seimen Noukou Toro Tonkotsu,Japan,4,
Nissin,Pack,2095,Straits Kitchen Laksa,Singapore,5,
Nongshim,Pack,2094,Champong Noodle Soup Spicy Seafood Flavor,South Korea,5,
Oni Hot Pot,Pack,2093,Seaweed Flavour Noodle,Taiwan,2,
Doll,Pack,2092,Instant Noodle Preserved Vegetable Flavour,Hong Kong,4,
MyKuali,Cup,2091,Penang Hokkien Prawn Noodle Authentic Taste,Malaysia,5,
Nissin,Pack,2090,Nupasta Salmon In White Sauce Flavour Instant Noodle,Hong Kong,5,
Nissin,Cup,2089,Big Cup Noodles Seafood Curry Flavour,Hong Kong,5,
Nissin,Bowl,2088,Demae Iccho Beef Flavour Instant Noodle,Hong Kong,4,
Nissin,Pack,2087,Mie Goreng Indonesia Stir Noodle Original Flavour,Hong Kong,4,
Nissin,Pack,2086,Demae Ramen Sesame Flavour Instant Noodles,Hong Kong,5,
Fuku,Bowl,2085,Superior Soup Instant Rice Vermicelli,Hong Kong,5,
Nissin,Pack,2084,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Hong Kong,5,
Nissin,Pack,2083,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Hong Kong,5,
Nissin,Cup,2082,Cup Noodles Pork Chowder Flavour,Hong Kong,4,
Nissin,Cup,2081,Cup Mifun Spicy Beef Flavour,Hong Kong,4,
Fuku,Pack,2080,Non-Fried Superior Soup Noodle,Hong Kong,4,
Nissin,Cup,2079,Nupasta Carbonara Flavour Instant Noodle,Hong Kong,5,
Nissin,Cup,2078,Demae Iccho Curry Beef Flavour,Hong Kong,4,
Nissin,Cup,2077,Cup Noodles Big Spicy Seafood Flavour,Hong Kong,5,
Nissin,Bowl,2076,Demae Iccho Black Garlic Oil Tonkotsu,Hong Kong,3.75,
Mi Sedaap,Pack,2075,Mi Segera Mi Goreng Ayam Krispi,Indonesia,4.5,
Nissin,Cup,2074,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Mexico,3.5,
Great Value,Pack,2073,Spicy Ramen Noodles,Canada,4,
Maruchan,Bowl,2072,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,USA,5,
A-Sha Dry Noodle,Pack,2071,Tainan Noodle Original Sauce,Taiwan,5,
Tokushima Seifun,Bowl,2070,Negi Ramen,Japan,1.75,
Doll,Pack,2069,Instant Noodle Vegetarian Flavour,Hong Kong,3.75,
Maggi,Pack,2068,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Australia,5,
Samyang Foods,Pack,2067,Fresh Jjajang,South Korea,4.5,
Marutai,Pack,2066,Hakata Tonkotsu Ramen,Japan,5,
Four Seas,Pack,2065,Kung Tak Lam Vegetarian Noodle (Mushroom),Hong Kong,3,
Nongshim,Pack,2064,Arrabiata Rice Bucatini,USA,5,
Mamee,Pack,2063,Pepper Noodles Vegetarian,Hong Kong,3.25,
Ottogi,Pack,2062,Ramyon Sabor Mariscos,Mexico,3.75,
Kamfen,Tray,2061,Dried Mix Noodles Scallop Seafood Flavoured,Hong Kong,4.25,
Nissin,Cup,2060,Cup Noodle Light+ Cheese Fondue,Japan,5,
Four Seas,Pack,2059,Beef And Radish Flavour Instant Noodle,Hong Kong,2.5,
Zow Zow,Pack,2058,Instant Noodle Shrimp Tom Yam Flavoured,Thailand,3.75,
Nissin,Cup,2057,RapiFideo Sabor A Chile Y Limon,Mexico,3.75,
Koyo,Pack,2056,Garlic Pepper Reduced Sodium Ramen,USA,0,
Nissin,Bowl,2055,Tokyo Tokunou Gyokai Tonkotsu,Japan,5,
Suimin,Cup,2054,Noodles Curried Prawn Flavour,Australia,3.25,
Maruchan,Cup,2053,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,USA,3.75,
Indomie,Cup,2052,Pop Mie Mi Instan Cup Rasa Ayam,Indonesia,3.5,
Master Kong,Pack,2051,Artificial Pork Ribs Flavour Instant Noodle,China,3.50,
MyKuali,Cup,2050,Penang Red Tom Yum Goong Noodle Authentic Taste,Malaysia,5.00,
Ottogi,Pack,2049,Ramyon Sabor A Res,Mexico,4,
Acecook,Bowl,2048,Kadomen Koikoku Tonkotsu,Japan,3.8,
Oni Hot Pot,Pack,2047,XO Sauce Noodle,Taiwan,5,
E-Zee,Pack,2046,Perisa Asam Pedas Mi Segera,Malaysia,4,
Great Value,Pack,2045,Chicken Style Ramen Noodles,Canada,3.5,
Doll,Cup,2044,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Hong Kong,3.0,
ORee Garden,Bowl,2043,Malaysia Green Curry Noodle,Malaysia,5.0,
Suimin,Cup,2042,Noodles Mi Goreng,Australia,4.3,
Master Kong,Pack,2041,Tomato Sauce Instant Noodle,China,4.50,
Nissin,Cup,2040,Cup Noodles Sabor Franhp Com Requeijao,Brazil,5,
Tokushima Seifun,Bowl,2039,Yakibuta Ramen,Japan,5,
A1,Pack,2038,Vegetarian Herbal Noodle,Malaysia,1.5,
Migawon,Pack,2037,Hovenia Ramen Vegetable Flavor,South Korea,3.5,
A-Sha Dry Noodle,Pack,2036,Hakka BBQ Sauce Noodle,Taiwan,4.25,
Acecook,Cup,2035,Maru Uma Curry Udon,Japan,3.5,
Fantastic,Cup,2034,Noodles Oriental Flavour,Australia,3.25,
Chaudhary's Wai Wai,Pack,2033,Instant Noodles Artificial Chicken & Shrimp Flavored,India,2.5,
Kamfen,Bowl,2032,Noodle King Artificial Beef Soup Flavored,Hong Kong,3.75,
CarJEN,Pack,2031,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Malaysia,5,
Myojo,Pack,2030,Charumera Atyificial Tonkotsu Shouyu Flavor,Japan,3.75,
Singa-Me,Cup,2029,Instant Noodles Beef Flavour,Australia,2,
Maruchan,Pack,2028,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Mexico,3.5,
Nissin,Bowl,2027,Shinshu Miso Ramen,Japan,5,
MyKuali,Cup,2026,Penang White Curry Authentic Taste Cup,Malaysia,4.75,
Urban Noodle,Cup,2025,Authentic Street Food Chow Mein,UK,2,
Urban Noodle,Cup,2024,Authentic Street Food Pad Thai,UK,2.5,
Urban Noodle,Cup,2023,Authentic Street Food Black Bean,UK,0,
Urban Noodle,Cup,2022,Authentic Street Food Thai Red Curry,UK,3,
Urban Noodle,Cup,2021,Authentic Street Food Satay,UK,5,
Kang Shi Fu,Pack,2020,Artificial Roasted Beef,China,3.5,
Acecook,Cup,2019,Seabura Tonkotsu Ramen,Japan,3.75,
Pulmuone,Pack,2018,Noodle With Spicy Oyster Soup,South Korea,4,
Samyang Foods,Bowl,2017,Honey & Cheese Big Bowl,South Korea,0,
Great Value,Cup,2016,Chicken Style Noodles With Vegetables,Canada,3.5,
E-Zee,Pack,2015,Perisa Kari Mi Segera (Improved Taste),Malaysia,5,
Oni Hot Pot,Pack,2014,Ghost Pepper Noodle,Taiwan,4.5,
Great Value,Pack,2013,Beef Style Ramen Noodles,Canada,3.5,
MAMA,Pack,2012,Vegetarian Instant Noodles Shiitake Flavour,Thailand,2,
Trident,Pack,2011,2 Minute Laksa Flavour Noodles,Australia,2,
MAMA,Pack,2010,Rangers Snack Noodles Popcorn Flavour,Myanmar,3.75,
Conimex,Cup,2009,Oriental Noodles Soto Ajam,Netherlands,3,
Sichuan Baijia,Bowl,2008,Hot spicy Flavor Instant Vermicelli,China,3.5,
Nongshim,Pack,2007,Rice Fettucini Alfredo,United States,3.75,
Kamfen,Bowl,2006,Wonton Noodles Beef Flavour,Hong Kong,3.75,
A-Sha Dry Noodle,Pack,2005,Hakka Spicy Barbeque Sauce,Taiwan,4.50,
Nissin,Bowl,2004,Donbei Dashi Shoyu Yakiudon,Japan,3.75,
Nissin,Bowl,2003,Raoh Rich Miso Flavor,Japan,5,
Nissin,Cup,2002,Cup Noodles Tom Yum Goong,Japan,3.8,
Nissin,Cup,2001,Cup Noodle Big Seafood Clam Chowder,Japan,4,
Nissin,Bowl,2000,Chikin Ramen Donburi,Japan,5,
Nissin,Cup,1999,Curry Udon,Japan,5.0,
Nissin,Bowl,1998,Men Shokunin Shoyu,Japan,5.0,
Nissin,Cup,1997,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Japan,4.3,
Nissin,Cup,1996,Cup Noodle Pasta Style Tarako Spaghetti,Japan,4.0,
Nissin,Cup,1995,Cup Noodle Big Cheese Mexican Chilli,Japan,5.00,
Nissin,Bowl,1994,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Japan,5,
Nissin,Pack,1993,Raoh Tonkotsu,Japan,5,
Nissin,Cup,1992,Cup Noodle Light Plus Ratatouille,Japan,4.5,
Nissin,Cup,1991,Cup Noodle Milk Chikin Ramen,Japan,5,
Nissin,Cup,1990,Cup Noodle,Japan,5.0,
MyKuali,Pack,1989,Penang White curry Noodle Authentic Taste,Malaysia,5.00,
MAMA,Pack,1988,Instant Noodles Chicken Soup Flavour,Myanmar,3.50,
Nissin,Bowl,1987,Yokohama Walker Iekei Ramen,Japan,4.50,
A-Sha Dry Noodle,Pack,1986,Quinoa Noodle With Oyster Sauce And Vegetables,Taiwan,4.25,
Prima Taste,Pack,1985,Singapore Prawn Soup La Mian,Singapore,5,
Nissin,Cup,1984,Chinese Tan Tan Vermicelli,Hong Kong,5.0,
Tokushima Seifun,Pack,1983,Tokushima Ramen,Japan,4,
Master Kong,Pack,1982,Assorted Pork Bone Noodle,China,4,
MyKuali,Pack,1981,Penang Red tom Yum Goong Noodle Authentic Taste,Malaysia,5.0,
Suimin,Cup,1980,Noodles Witrh Prawn & Chicken Flavour,Australia,3.5,
Nissin,Cup,1979,BIG Cup Noodle Ajillo,Japan,3.0,
CarJEN,Pack,1978,Nyonya Curry Laksa (Improved Taste),Malaysia,5.0,
MyOri,Pack,1977,Malaysia Penang Green Curry Vermicelli (New Package),Malaysia,5.00,
Itsuki,Pack,1976,Kumamoto Spicy Ramen,Japan,4.25,
Nissin,Pack,1975,Soba Fried Noodles Classic,Germany,3.25,
Samyang Foods,Pack,1974,Cheese Curry Ramyun,South Korea,5,
Nissin,Pack,1973,Cup Noodles Sabor Calabresa,Brazil,4.25,
Doll,Pack,1972,Spicy Flavour Instant Mifun,Hong Kong,2.75,
Fujiwara,Pack,1971,Horse Crab Flavour Ramen,Japan,3.5,
MyOri,Pack,1970,Malaysia Penang Red Curry Noodle,Malaysia,5,
Nongshim,Pack,1969,Noodle Soup Seasoned With Real Kimchi,USA,4.75,
Nissin,Pack,1968,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),USA,3.5,
Tokushima Seifun,Pack,1967,Kinchan Ramen,Japan,4.5,
Wei Lih,Pack,1966,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Taiwan,3.75,
MyKuali,Pack,1965,Penang Spicy Prawn Soup Noodle Authentic Taste,Malaysia,5,
MAMA,Pack,1964,Instant Noodles Coconut Milk Flavour,Myanmar,5,2016 #10
Kabuto Noodles,Cup,1963,Rice Noodles Vegetable Laksa,UK,3.75,
Kabuto Noodles,Cup,1962,Rice Noodles Chicken Pho,UK,3.5,
Kabuto Noodles,Cup,1961,Chicken Ramen,UK,4.25,
Kabuto Noodles,Cup,1960,Chilli Chicken Ramen,UK,4,
Myojo,Pack,1959,Charumera Shoyu Ramen,Japan,4,
IbuRamen,Tray,1958,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,USA,4,
MAMA,Cup,1957,Cup Vegetarian Instant Noodles Tom Yum Flavour,Thailand,4,
Maruchan,Cup,1956,Spicy Tomato Salsa Ramen,Japan,0,
Nissin,Pack,1955,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,USA,4.75,
Koh Thai,Pack,1954,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Netherlands,2,
Prima Taste,Pack,1953,Singapore Fish Soup La Mian,Singapore,5,
Ve Wong,Pack,1952,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Taiwan,3.75,
Nissin,Cup,1951,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],USA,4.25,
Fujiwara,Pack,1950,Red King Crab Flavour Ramen,Japan,4,
Bamee,Pack,1949,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Thailand,3.5,
Sichuan Baijia,Pack,1948,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,China,1.5,
Prima Taste,Pack,1947,Singapore Laksa Wholegrain La Mian,Singapore,5,2016 #1
Nissin,Pack,1946,Raoh Shio Ramen,Japan,4.75,
MAMA,Pack,1945,Oriental Style Instant Noodles Masala Flavour,Bangladesh,3.5,
Wei Lih,Pack,1944,GGE Noodle Snack Wheat Crackers Hot Spicy,Taiwan,5,
New Touch,Bowl,1943,Sugomen Niigata Seabura Shoyu Ramen,Japan,5,
Ibumie,Pack,1942,Always Mi Goreng Perisa Sambal Udang,Malaysia,3.5,
Unox,Pack,1941,Good Noodles Tandoori,Netherlands,2.5,
Nissin,Cup,1940,Cup Noodle Pasta Style Bolognese,Japan,5,
MAMA,Pack,1939,Instant Noodles Shrimp Creamy Tom Yum Flavour,Myanmar,5,
Nissin,Bowl,1938,Donbei Kamodashi Soba,Japan,5,
MAMA,Cup,1937,Chicken Soup Flavour Cup Noodles,Myanmar,3.75,
Fortune,Pack,1936,Rice Noodle Coconut Curry,USA,1,
Love Cook,Pack,1935,Guanmiao Dried Noodles With Oleum Sesami,Taiwan,3.75,
Love Cook,Pack,1934,Guanmiao Dried Noodles With Spicy Sauce,Taiwan,5,
Love Cook,Pack,1933,Guanmiao Dried Noodles With Authentic Sauce,Taiwan,4.5,
Love Cook,Pack,1932,Guanmiao Dried Noodles With Shallot Flavor,Taiwan,3.75,
Bonasia,Pack,1931,Instant Noodles chicken Flavour,Hungary,3.75,
Koh Thai,Pack,1930,Island Of Flavours Lemongrass Instant Noodles Soup,Netherlands,0.25,
MAMA,Pack,1929,Instant Noodles Minced Pork Flavour,Cambodia,3.50,
Bamee,Pack,1928,Instant Noodles Oriental Style Chicken Flavour,Thailand,3,
Marutai,Bowl,1927,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Japan,3.5,
Nissin,Bowl,1926,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,USA,4,
Prima,Pack,1925,Juzz's Mee Creamy Chicken Flavour,Singapore,5,2016 #8
